id,news_url,title,label,clean_text,processed_text,sentiment,word_count,char_count,avg_word_length,stopword_count,subjectivity,entity_count,noun_count,verb_count,adj_count,uppercase_count,exclamation_count
0,https://www.politifact.com/personalities/instagram-posts/,"“Delta plane that crashed in Toronto operated by Endeavor Air with all-female flight crew.”By Sofia Ahmed • February 21, 2025",1,delta plane that crashed in toronto operated by endeavor air with allfemale flight crewby sofia ahmed  february  ,delta plane crashed toronto operated endeavor air allfemale flight crewby sofia ahmed february,0.0,17,113,6.277777777777778,4,0.0,3,3,3,0,0,0
1,https://www.politifact.com/personalities/viral-image/,"Says Luigi Mangione posted on X, “He who saves his country does not violate any law.”By Ciara O'Rourke • February 21, 2025",1,says luigi mangione posted on x he who saves his country does not violate any lawby ciara orourke  february  ,say luigi mangione posted x save country violate lawby ciara orourke february,0.0,19,109,5.45,7,0.0,2,2,4,0,0,0
2,https://www.politifact.com/personalities/facebook-posts/,"“The media is showing how Obama’s birth certificate was changed! He was never born in the U.S. so he was never a real president!”By Ciara O'Rourke • February 21, 2025",1,the media is showing how obamas birth certificate was changed he was never born in the us so he was never a real presidentby ciara orourke  february  ,medium showing obamas birth certificate changed never born u never real presidentby ciara orourke february,-0.1,27,150,5.357142857142857,12,0.30000000000000004,2,5,3,1,0,0
3,https://www.politifact.com/personalities/elon-musk/,"President Joe Biden’s immigration policy was “a giant voter importation scam.”By Maria Ramirez Uribe • February 21, 2025",1,president joe bidens immigration policy was a giant voter importation scamby maria ramirez uribe  february  ,president joe bidens immigration policy giant voter importation scamby maria ramirez uribe february,0.0,15,108,6.75,2,1.0,3,3,0,1,0,0
4,https://www.politifact.com/personalities/facebook-posts/,"El congresista Adriano Espaillat muestra “La nueva bandera que están promoviendo para República Dominicana que se va a llamar 'DominicoHaiti'”.By Maria Briceño • February 21, 2025",1,el congresista adriano espaillat muestra la nueva bandera que están promoviendo para república dominicana que se va a llamar dominicohaitiby maria briceño  february  ,el congresista adriano espaillat muestra la nueva bandera que están promoviendo para república dominicana que se va llamar dominicohaitiby maria briceño february,0.0,23,166,6.916666666666667,1,0.0,7,0,0,0,0,0
5,https://www.politifact.com/personalities/social-media/,"“US Debt Clock” numbers prove “DOGE has saved taxpayers $64 billion dollars in just 17 days.”By Sara Swann • February 21, 2025",1,us debt clock numbers prove doge has saved taxpayers  billion dollars in just  daysby sara swann  february  ,u debt clock number prove doge saved taxpayer billion dollar daysby sara swann february,0.0,17,108,6.0,3,0.0,2,5,2,0,0,0
6,https://www.politifact.com/personalities/facebook-posts/,"Video shows White House Press Secretary Karoline Leavitt saying Americans can get $4,800 subsidy because Department of Government Efficiency cuts found “extra money.”By Jeff Cercone • February 21, 2025",1,video shows white house press secretary karoline leavitt saying americans can get  subsidy because department of government efficiency cuts found extra moneyby jeff cercone  february  ,video show white house press secretary karoline leavitt saying american get subsidy department government efficiency cut found extra moneyby jeff cercone february,0.0,25,184,7.076923076923077,3,0.03333333333333333,5,6,3,1,0,0
7,https://www.politifact.com/personalities/instagram-posts/,"Says Barron Trump posted on X, “We’re on the brink of uncovering a dark legacy in this country that’s been hidden for far too long.”By Ciara O'Rourke • February 21, 2025",1,says barron trump posted on x were on the brink of uncovering a dark legacy in this country thats been hidden for far too longby ciara orourke  february  ,say barron trump posted x brink uncovering dark legacy country thats hidden far longby ciara orourke february,-0.07222222222222222,28,154,5.310344827586207,11,0.5777777777777778,2,4,4,1,0,0
8,https://www.politifact.com/personalities/viral-image/,"Says Elon Musk said on X, “Spoiled crybabies across the country are protesting against America’s golden age. Brats like them should go to prison.”By Ciara O'Rourke • February 21, 2025",1,says elon musk said on x spoiled crybabies across the country are protesting against americas golden age brats like them should go to prisonby ciara orourke  february  ,say elon musk said x spoiled crybaby across country protesting america golden age brat like go prisonby ciara orourke february,0.3,27,168,6.0,7,0.5,3,2,5,0,0,0
9,https://www.politifact.com/personalities/facebook-posts/,"“The very LIBERAL 9th Circuit Court has ruled that 84 of Biden's last-minute pardons are unconstitutional.”By Ciara O'Rourke • February 21, 2025",1,the very liberal th circuit court has ruled that  of bidens lastminute pardons are unconstitutionalby ciara orourke  february  ,liberal th circuit court ruled bidens lastminute pardon unconstitutionalby ciara orourke february,0.0,18,127,6.684210526315789,6,0.0,2,3,1,0,0,0
10,https://www.politifact.com/personalities/facebook-posts/,"Video shows Barron Trump singing on “America’s Got Talent.”By Ciara O'Rourke • February 21, 2025",1,video shows barron trump singing on americas got talentby ciara orourke  february  ,video show barron trump singing america got talentby ciara orourke february,0.0,12,83,6.384615384615385,1,0.0,3,7,1,0,0,0
11,https://www.politifact.com/personalities/nancy-mace/,"“You either have XX or XY chromosomes. Those are the options.”By Grace Abels • February 21, 2025",1,you either have xx or xy chromosomes those are the optionsby grace abels  february  ,either xx xy chromosome optionsby grace abel february,0.0,14,84,5.6,6,0.0,1,0,1,0,0,0
12,https://www.politifact.com/personalities/threads-posts/,"A photo shows Jonathan Simpson, the pilot of “Delta’s crash in Toronto, Canada.”By Sofia Ahmed • February 20, 2025",1,a photo shows jonathan simpson the pilot of deltas crash in toronto canadaby sofia ahmed  february  ,photo show jonathan simpson pilot delta crash toronto canadaby sofia ahmed february,0.0,16,100,5.882352941176471,4,0.0,3,0,1,0,0,0
13,https://www.politifact.com/personalities/threads-posts/,"“Elon Musk just ordered all federal workers to be tested for drugs and those that fail have 30 days to retest clean or be fired.”By Kwasi Gyamfi Asiedu • February 20, 2025",1,elon musk just ordered all federal workers to be tested for drugs and those that fail have  days to retest clean or be firedby kwasi gyamfi asiedu  february  ,elon musk ordered federal worker tested drug fail day retest clean firedby kwasi gyamfi asiedu february,-0.06666666666666665,28,158,5.448275862068965,12,0.5,2,4,2,3,0,0
14,https://www.politifact.com/personalities/donald-trump/,"Volodymyr Zelenskyy “started” the war in Ukraine with Russia.By Claire Cranford • February 19, 2025",1,volodymyr zelenskyy started the war in ukraine with russiaby claire cranford  february  ,volodymyr zelenskyy started war ukraine russiaby claire cranford february,0.0,12,88,6.769230769230769,3,0.0,1,0,1,0,0,0
